Date,Open,High,Low,Close
2019-01-16,6685.75,6737.25,6676.00,6680.00
2019-01-17,6657.25,6760.00,6644.25,6730.25
2019-01-18,6759.25,6828.25,6736.25,6795.00
2019-01-22,6740.75,6748.75,6611.50,6665.25
2019-01-23,6685.25,6724.25,6592.25,6668.50
2019-01-24,6676.00,6718.50,6661.50,6708.50
2019-01-25,6761.50,6810.50,6739.00,6793.25
2019-01-28,6752.00,6753.50,6648.25,6704.25
2019-01-29,6717.50,6720.75,6616.75,6638.00
2019-01-30,6703.25,6834.50,6694.50,6814.50
2019-01-31,6856.00,6943.00,6839.25,6910.25
2019-02-01,6888.50,6927.50,6860.50,6879.25
2019-02-04,6874.50,6963.25,6872.75,6962.75
2019-02-05,6966.75,7033.75,6964.25,7025.25
2019-02-06,7024.25,7038.75,6972.25,7003.25
2019-02-07,6952.75,6959.25,6856.25,6910.00
2019-02-08,6849.75,6921.25,6841.00,6920.75
2019-02-11,6949.00,6964.50,6897.75,6916.00
2019-02-12,6963.75,7028.50,6954.00,7018.75
2019-02-13,7054.50,7069.75,7014.50,7021.25
2019-02-14,7001.00,7055.00,6972.00,7028.00
2019-02-15,7054.50,7095.25,7025.50,7059.75
2019-02-19,7042.75,7094.75,7035.25,7072.00
2019-02-20,7077.25,7105.00,7032.25,7071.50
2019-02-21,7060.75,7069.50,7005.00,7042.75
2019-02-22,7056.00,7101.25,7054.25,7095.50
2019-02-25,7148.00,7168.50,7116.00,7120.50
2019-02-26,7090.50,7151.00,7090.50,7128.50
2019-02-27,7094.50,7131.75,7048.00,7122.75
2019-02-28,7101.00,7130.75,7084.50,7104.50
2019-03-01,7149.00,7164.50,7103.75,7155.50
2019-03-04,7196.00,7211.50,7074.50,7155.25
2019-03-05,7149.75,7182.00,7124.25,7159.75
2019-03-06,7162.50,7171.25,7107.00,7117.25
2019-03-07,7105.50,7114.25,7003.25,7030.50
2019-03-08,6983.25,7048.75,6965.75,7045.25
2019-03-11,7083.75,7197.25,7071.00,7192.50
2019-03-12,7214.75,7250.50,7192.00,7231.75
2019-03-13,7254.00,7324.25,7253.25,7286.25
2019-03-14,7300.25,7302.25,7269.00,7271.75
2019-03-15,7301.25,7361.00,7284.50,7336.00
2019-03-18,7341.25,7379.50,7321.75,7355.25
2019-03-19,7390.00,7421.25,7351.25,7382.25
2019-03-20,7371.75,7458.00,7349.50,7413.75
2019-03-21,7383.25,7537.25,7381.75,7526.75
2019-03-22,7500.00,7513.25,7353.00,7358.50
2019-03-25,7357.00,7371.50,7293.50,7346.75
2019-03-26,7389.00,7447.50,7340.50,7378.00
2019-03-27,7385.25,7404.75,7276.00,7335.00
2019-03-28,7334.75,7372.50,7301.50,7346.50
2019-03-29,7388.75,7406.50,7356.00,7402.25
2019-04-01,7466.00,7506.50,7445.00,7501.00
2019-04-02,7505.50,7532.50,7486.25,7525.50
2019-04-03,7567.00,7616.25,7545.50,7569.25
2019-04-04,7571.00,7598.00,7522.00,7566.00
2019-04-05,7589.25,7608.25,7577.25,7604.00
2019-04-08,7586.25,7629.25,7561.25,7624.00
2019-04-09,7603.75,7620.75,7578.75,7595.00
2019-04-10,7607.00,7638.25,7596.00,7637.00
2019-04-11,7639.50,7648.50,7601.50,7617.00
2019-04-12,7653.25,7655.75,7617.50,7650.50
2019-04-15,7647.50,7659.00,7598.75,7651.25
2019-04-16,7677.50,7694.00,7653.25,7677.50
2019-04-17,7719.00,7733.50,7678.00,7701.25
2019-04-18,7699.00,7723.00,7665.00,7710.50
2019-04-22,7671.75,7734.25,7670.75,7733.00
2019-04-23,7740.00,7839.75,7737.25,7829.00
2019-04-24,7841.00,7845.75,7802.25,7804.00
2019-04-25,7874.00,7875.00,7792.00,7831.75
2019-04-26,7829.00,7842.75,7755.50,7842.00
2019-04-29,7838.25,7867.75,7827.25,7854.50
2019-04-30,7787.75,7806.75,7740.00,7795.75
2019-05-01,7848.75,7867.25,7762.75,7765.00
2019-05-02,7764.50,7805.00,7682.25,7736.25
2019-05-03,7795.50,7863.75,7782.50,7857.00
2019-05-06,7717.00,7817.50,7676.00,7808.50
2019-05-07,7739.00,7752.50,7581.25,7653.50
2019-05-08,7633.75,7692.00,7600.00,7628.25
2019-05-09,7552.25,7617.25,7481.00,7593.00
2019-05-10,7546.25,7637.00,7435.75,7600.50
2019-05-13,7413.50,7445.00,7312.75,7334.25
2019-05-14,7381.00,7459.50,7345.75,7412.25
2019-05-15,7371.50,7538.50,7353.75,7516.75
2019-05-16,7533.25,7641.00,7511.75,7593.00
2019-05-17,7526.00,7620.00,7508.50,7514.25
2019-05-20,7393.25,7437.75,7361.50,7388.00
2019-05-21,7456.00,7485.25,7426.50,7463.25
2019-05-22,7419.00,7473.00,7411.25,7430.75
2019-05-23,7345.25,7348.50,7268.00,7316.25
2019-05-24,7345.00,7379.75,7300.50,7308.50
2019-05-28,7323.50,7371.75,7280.25,7283.00
2019-05-29,7234.25,7262.25,7183.25,7224.00
2019-05-30,7242.00,7271.25,7209.00,7251.75
2019-05-31,7162.50,7189.25,7130.50,7131.25
2019-06-03,7113.50,7132.50,6941.25,6980.50
2019-06-04,7049.75,7174.75,7027.25,7171.50
2019-06-05,7218.25,7242.25,7150.25,7226.00
2019-06-06,7227.00,7299.25,7204.00,7281.00
2019-06-07,7308.75,7453.00,7303.00,7421.50
2019-06-10,7464.75,7578.50,7462.50,7506.25
2019-06-11,7581.00,7600.75,7492.75,7517.50
2019-06-12,7488.25,7512.50,7461.00,7475.50
2019-06-13,7507.75,7536.00,7489.50,7518.75
2019-06-14,7502.50,7531.00,7482.00,7509.00
2019-06-17,7516.50,7577.50,7515.75,7556.00
2019-06-18,7642.75,7721.75,7625.25,7667.00
2019-06-19,7682.50,7713.50,7630.00,7695.75
2019-06-20,7811.00,7818.00,7706.50,7762.75
2019-06-21,7743.50,7803.50,7737.00,7755.75
2019-06-24,7773.75,7776.75,7749.25,7753.25
2019-06-25,7750.75,7756.75,7609.50,7622.00
2019-06-26,7659.00,7719.00,7644.00,7656.00
2019-06-27,7690.25,7701.75,7663.00,7684.25
2019-06-28,7700.75,7710.25,7664.00,7693.75
2019-07-01,7830.75,7849.75,7759.00,7793.25
2019-07-02,7783.00,7826.00,7769.25,7825.00
2019-07-05,7840.25,7880.50,7797.25,7868.00
2019-07-08,7816.75,7822.25,7777.50,7810.75
2019-07-09,7774.00,7858.75,7765.75,7850.25
2019-07-10,7902.25,7949.50,7881.75,7927.25
2019-07-11,7939.50,7957.75,7894.25,7919.25
2019-07-12,7932.75,7966.75,7920.50,7965.50
2019-07-15,7983.25,7992.00,7961.25,7988.25
2019-07-16,7984.50,7987.75,7924.00,7948.00
2019-07-17,7945.25,7962.50,7908.25,7909.25
2019-07-18,7878.00,7932.25,7845.25,7920.75
2019-07-19,7965.50,7980.75,7848.75,7853.25
2019-07-22,7876.00,7936.50,7868.50,7921.25
2019-07-23,7959.00,7970.75,7908.00,7970.00
2019-07-24,7942.00,8026.50,7938.75,8025.75
2019-07-25,8017.00,8017.75,7932.25,7946.50
2019-07-26,8003.50,8040.75,7994.25,8028.75
2019-07-29,8027.25,8031.00,7951.75,8002.25
2019-07-30,7935.25,7997.75,7932.25,7967.00
2019-07-31,7995.00,7995.50,7782.25,7859.25
2019-08-01,7876.25,8014.50,7776.75,7813.00
2019-08-02,7757.00,7804.00,7650.25,7701.25
2019-08-05,7536.00,7551.50,7360.75,7421.75
2019-08-06,7464.50,7549.00,7437.00,7526.75
2019-08-07,7438.25,7577.50,7387.50,7559.25
2019-08-08,7591.25,7733.25,7578.00,7732.00
2019-08-09,7681.25,7720.00,7596.75,7656.00
2019-08-12,7613.50,7633.25,7534.75,7570.00
2019-08-13,7547.75,7789.50,7539.00,7738.00
2019-08-14,7634.75,7639.75,7488.75,7501.25
2019-08-15,7537.75,7549.75,7435.50,7493.75
2019-08-16,7575.25,7632.50,7545.50,7612.25
2019-08-19,7716.75,7750.00,7695.25,7727.75
2019-08-20,7725.50,7742.00,7672.50,7674.75
2019-08-21,7738.75,7765.75,7714.00,7741.50
2019-08-22,7764.25,7773.50,7654.00,7715.25
2019-08-23,7671.50,7731.75,7447.75,7473.50
2019-08-26,7570.25,7583.75,7510.50,7582.75
2019-08-27,7633.50,7648.50,7537.00,7570.75
2019-08-28,7545.00,7605.75,7504.25,7593.75
2019-08-29,7686.00,7730.25,7655.25,7707.75
2019-08-30,7756.00,7756.50,7646.00,7691.00
2019-09-03,7646.50,7676.75,7587.50,7614.25
2019-09-04,7693.25,7729.75,7665.50,7723.75
2019-09-05,7815.00,7886.75,7804.25,7866.00
2019-09-06,7870.25,7880.50,7838.25,7856.25
2019-09-09,7880.25,7886.00,7798.50,7837.50
2019-09-10,7802.75,7819.25,7744.25,7818.75
2019-09-11,7831.50,7894.75,7811.50,7889.75
2019-09-12,7937.75,7982.75,7909.50,7920.50
2019-09-13,7941.50,7949.00,7904.00,7916.50
2019-09-16,7859.25,7895.00,7855.00,7877.50
2019-09-17,7872.50,7917.75,7862.50,7914.75
2019-09-18,7904.50,7916.50,7813.50,7912.75
2019-09-19,7932.25,7973.75,7908.00,7923.50
2019-09-20,7943.25,7952.25,7810.75,7839.00
2019-09-23,7839.75,7865.75,7807.75,7840.00
2019-09-24,7871.50,7894.00,7701.75,7732.25
2019-09-25,7734.75,7844.25,7663.00,7823.00
2019-09-26,7824.75,7826.25,7734.75,7792.25
2019-09-27,7802.75,7811.00,7641.00,7698.75
2019-09-30,7712.50,7781.50,7709.25,7767.50
2019-10-01,7796.25,7841.50,7691.00,7701.75
2019-10-02,7640.00,7655.50,7525.50,7566.00
2019-10-03,7554.75,7654.50,7474.25,7652.25
2019-10-04,7689.25,7773.75,7681.00,7765.50
2019-10-07,7740.00,7799.75,7724.25,7736.50
2019-10-08,7690.25,7721.50,7614.50,7617.00
2019-10-09,7687.25,7732.00,7661.75,7701.25
2019-10-10,7692.50,7786.25,7686.50,7754.00
2019-10-11,7839.25,7918.50,7832.50,7851.50
2019-10-14,7836.75,7878.75,7832.25,7854.25
2019-10-15,7877.00,7971.75,7871.75,7953.25
2019-10-16,7938.00,7953.00,7907.50,7933.50
2019-10-17,7983.25,7992.25,7922.00,7954.00
2019-10-18,7949.50,7958.50,7835.75,7875.75
2019-10-21,7918.00,7951.75,7893.50,7946.75
2019-10-22,7972.00,7988.75,7881.00,7884.75
2019-10-23,7860.50,7899.00,7853.00,7896.75
2019-10-24,7947.00,7978.00,7916.75,7973.00
2019-10-25,7928.00,8041.50,7924.75,8035.75
2019-10-28,8076.75,8127.50,8072.00,8116.50
2019-10-29,8104.50,8114.00,8051.75,8054.50
2019-10-30,8070.75,8105.50,8020.50,8088.75
2019-10-31,8108.50,8117.50,8046.00,8091.00
2019-11-01,8123.25,8165.50,8114.25,8165.25
2019-11-04,8221.00,8233.75,8201.25,8213.75
2019-11-05,8237.75,8240.75,8193.25,8214.75
2019-11-06,8219.75,8220.25,8161.00,8201.75
2019-11-07,8239.75,8282.25,8204.00,8227.50
2019-11-08,8215.75,8261.75,8190.00,8261.75
2019-11-11,8224.00,8252.00,8206.50,8248.75
2019-11-12,8253.25,8300.25,8243.00,8271.50
2019-11-13,8250.75,8281.50,8236.75,8265.50
2019-11-14,8243.00,8272.00,8216.25,8265.50
2019-11-15,8310.50,8322.50,8289.00,8319.00
2019-11-18,8316.50,8345.75,8279.25,8333.50
2019-11-19,8364.25,8370.25,8312.50,8344.25
2019-11-20,8307.50,8348.00,8231.00,8292.50
2019-11-21,8290.50,8294.50,8246.75,8272.50
2019-11-22,8295.75,8298.75,8233.25,8277.75
2019-11-25,8314.75,8377.50,8310.75,8377.00
2019-11-26,8378.25,8402.50,8368.75,8391.75
2019-11-27,8412.50,8449.50,8402.50,8449.25
2019-12-02,8418.50,8419.50,8276.50,8315.50
2019-12-03,8222.50,8261.25,8168.25,8257.50
2019-12-04,8296.75,8319.25,8287.50,8298.25
2019-12-05,8327.00,8327.25,8273.25,8312.50
2019-12-06,8375.00,8409.50,8368.00,8399.75
2019-12-09,8387.75,8427.25,8362.25,8365.00
2019-12-10,8372.00,8398.00,8338.50,8359.00
2019-12-11,8385.00,8411.00,8363.50,8404.50
2019-12-12,8396.00,8497.00,8381.00,8467.50
2019-12-13,8521.75,8546.50,8461.75,8518.25
2019-12-16,8572.75,8617.50,8571.25,8601.50
2019-12-17,8617.00,8625.25,8596.25,8605.50
2019-12-18,8609.75,8641.25,8607.50,8612.25
2019-12-19,8616.00,8673.25,8615.00,8671.00
2019-12-20,8694.00,8724.75,8686.25,8704.25
2019-12-23,8737.25,8738.25,8716.50,8721.50
2019-12-26,8743.25,8802.00,8739.00,8801.25
2019-12-27,8833.75,8837.00,8769.00,8792.50
2019-12-30,8791.25,8794.25,8691.25,8731.50
2019-12-31,8710.00,8755.50,8692.25,8748.00
2020-01-02,8828.50,8889.50,8802.25,8889.00
2020-01-03,8791.00,8861.75,8768.75,8809.75
2020-01-06,8751.25,8866.25,8729.00,8864.00
2020-01-07,8856.75,8888.00,8834.50,8862.50
2020-01-08,8867.00,8972.25,8848.00,8929.75
2020-01-09,8995.50,9022.25,8952.50,9006.25
2020-01-10,9039.50,9045.00,8966.25,8982.75
2020-01-13,9016.00,9086.75,9003.75,9085.25
2020-01-14,9087.25,9095.00,9035.00,9050.75
2020-01-15,9047.25,9096.00,9023.00,9052.75
2020-01-16,9093.50,9138.75,9076.50,9138.00
2020-01-17,9174.50,9189.25,9130.00,9182.75
2020-01-21,9141.75,9199.75,9141.50,9180.00
2020-01-22,9226.00,9254.00,9189.50,9201.00
2020-01-23,9189.25,9233.75,9151.75,9227.50
2020-01-24,9273.75,9283.25,9109.50,9151.50
2020-01-27,8976.75,9011.25,8925.50,8961.00
2020-01-28,9028.00,9119.50,9001.00,9098.25
2020-01-29,9137.00,9158.75,9072.25,9109.75
2020-01-30,9059.50,9148.25,9024.50,9144.00
2020-01-31,9187.00,9201.00,8966.00,8995.50
2020-02-03,9057.50,9155.75,9035.75,9131.50
2020-02-04,9261.50,9359.75,9227.00,9340.50
2020-02-05,9459.25,9459.75,9317.75,9375.75
2020-02-06,9407.75,9456.00,9362.50,9453.00
2020-02-07,9412.75,9463.50,9385.00,9411.00
2020-02-10,9400.00,9525.75,9378.75,9525.50
2020-02-11,9576.25,9609.50,9501.25,9525.00
2020-02-12,9576.00,9624.00,9559.25,9620.00
2020-02-13,9562.00,9644.75,9539.25,9604.75
2020-02-14,9623.00,9642.25,9588.00,9629.75
2020-02-18,9581.00,9654.50,9574.50,9636.00
2020-02-19,9682.75,9748.75,9681.50,9728.25
2020-02-20,9702.25,9726.00,9517.00,9635.00
2020-02-21,9587.50,9605.50,9411.50,9452.00
2020-02-24,9166.50,9202.50,9041.25,9084.75
2020-02-25,9165.25,9191.00,8810.00,8840.00
2020-02-26,8886.75,9037.50,8816.75,8880.00
2020-02-27,8686.25,8793.00,8430.50,8433.25
2020-02-28,8205.00,8497.50,8126.25,8475.75
2020-03-02,8510.00,8879.75,8443.00,8876.25
2020-03-03,8850.25,9002.50,8511.00,8595.50
2020-03-04,8742.75,8950.00,8665.25,8944.75
2020-03-05,8718.00,8867.75,8610.75,8671.75
2020-03-06,8391.25,8570.75,8310.50,8527.50
2020-03-09,8093.25,8240.25,7820.00,7934.00
2020-03-10,8228.50,8366.50,7931.25,8366.00
2020-03-11,8077.50,8222.25,7892.75,7997.50
2020-03-12,7601.50,7813.00,7247.75,7259.25
2020-03-13,7622.75,7966.00,7292.25,7941.75
2020-03-16,7541.00,7541.00,6906.00,6933.25
2020-03-17,7163.50,7537.00,6931.25,7437.00
2020-03-18,7064.25,7324.50,6810.00,7208.50
2020-03-19,7159.00,7502.50,7010.00,7269.25
2020-03-20,7425.50,7488.50,6952.00,6977.00
2020-03-23,7165.50,7208.00,6760.00,6996.75
2020-03-24,7341.25,7534.50,7294.25,7532.75
2020-03-25,7522.00,7761.00,7371.50,7459.75
2020-03-26,7461.25,7893.50,7436.00,7870.00
2020-03-27,7643.50,7800.25,7560.00,7573.25
2020-03-30,7676.75,7884.00,7630.00,7868.25
2020-03-31,7806.25,7995.00,7747.50,7796.75
2020-04-01,7567.25,7683.00,7404.25,7466.75
2020-04-02,7450.25,7625.50,7376.00,7616.75
2020-04-03,7596.00,7660.25,7423.50,7514.50
2020-04-06,7812.25,8099.00,7750.00,8052.50
2020-04-07,8275.25,8298.50,8031.25,8040.00
2020-04-08,8100.00,8242.00,8044.50,8212.50
2020-04-09,8267.00,8326.25,8152.25,8224.75
2020-04-13,8201.25,8333.50,8141.25,8316.50
2020-04-14,8485.75,8710.00,8457.00,8681.75
2020-04-15,8516.00,8656.25,8486.50,8581.50
2020-04-16,8678.25,8785.50,8591.75,8743.50
2020-04-17,8883.50,8891.00,8689.50,8816.00
2020-04-20,8721.50,8846.00,8708.00,8712.25
2020-04-21,8607.50,8652.00,8342.00,8390.75
2020-04-22,8571.25,8700.00,8533.75,8649.00
2020-04-23,8694.50,8786.50,8607.50,8628.25
2020-04-24,8654.75,8780.25,8583.00,8771.00
2020-04-27,8867.75,8881.50,8789.00,8823.75
2020-04-28,8920.75,8923.50,8654.50,8666.50
2020-04-29,8889.00,9014.75,8816.00,8964.00
2020-04-30,8993.00,9018.00,8905.75,8982.25
2020-05-01,8782.75,8879.00,8672.00,8711.75
2020-05-04,8662.00,8828.00,8649.50,8818.25
2020-05-05,8912.50,9020.00,8884.75,8918.75
2020-05-06,8977.75,9056.50,8935.50,8971.50
2020-05-07,9089.50,9126.00,9030.25,9090.75
2020-05-08,9185.75,9220.50,9116.00,9209.75
2020-05-11,9144.00,9339.00,9141.00,9286.75
2020-05-12,9319.50,9345.50,9100.50,9102.50
2020-05-13,9139.25,9202.75,8878.25,8990.75
2020-05-14,8930.00,9089.00,8847.00,9086.25
2020-05-15,8952.75,9148.50,8925.50,9146.25
2020-05-18,9290.25,9361.50,9236.50,9320.00
2020-05-19,9336.00,9416.50,9288.00,9291.25
2020-05-20,9404.25,9497.00,9397.25,9480.25
2020-05-21,9472.00,9510.75,9355.00,9377.50
2020-05-22,9349.00,9417.75,9319.75,9406.75
2020-05-26,9550.50,9569.75,9373.00,9388.50
2020-05-27,9390.25,9440.50,9172.50,9434.50
2020-05-28,9342.25,9565.50,9338.75,9415.25
2020-05-29,9458.00,9571.50,9372.00,9545.25
2020-06-01,9519.75,9605.75,9505.75,9593.75
2020-06-02,9609.75,9656.00,9504.75,9654.75
2020-06-03,9663.00,9728.25,9640.75,9697.00
2020-06-04,9659.50,9742.50,9572.25,9627.50
2020-06-05,9645.50,9846.25,9643.25,9816.25
2020-06-08,9818.00,9901.00,9747.00,9897.00
2020-06-09,9857.75,10005.25,9846.25,9963.50
2020-06-10,10044.25,10155.50,10017.75,10088.75
2020-06-11,9933.75,9981.00,9584.50,9592.50
2020-06-12,9743.75,9837.00,9481.75,9647.50
2020-06-15,9512.25,9798.00,9471.25,9765.25
2020-06-16,9989.00,10001.75,9786.50,9943.50
2020-06-17,10002.50,10047.50,9936.25,9968.50
2020-06-18,9972.75,10008.50,9924.25,9999.00
2020-06-19,10091.50,10112.50,9921.50,9990.50
2020-06-22,9997.00,10120.00,9975.75,10115.75
2020-06-23,10193.00,10296.25,10158.75,10197.50
2020-06-24,10181.50,10221.50,9927.25,9993.75
2020-06-25,9993.50,10098.25,9885.50,10088.75
2020-06-26,10073.75,10082.25,9824.25,9846.25
2020-06-29,9847.25,9952.25,9728.75,9950.75
2020-06-30,9951.00,10171.50,9940.50,10136.50
2020-07-01,10148.25,10310.00,10125.50,10264.75
2020-07-02,10374.75,10422.25,10317.50,10335.25
2020-07-06,10489.50,10614.50,10466.25,10592.00
2020-07-07,10573.50,10694.50,10505.75,10516.25
2020-07-08,10566.50,10657.75,10512.50,10653.75
2020-07-09,10727.00,10774.25,10560.00,10741.25
2020-07-10,10722.50,10829.75,10625.50,10821.50
2020-07-13,10936.25,11058.50,10561.50,10597.25
2020-07-14,10509.75,10689.25,10358.75,10673.25
2020-07-15,10723.50,10766.50,10551.25,10687.50
2020-07-16,10556.25,10646.00,10475.50,10613.00
2020-07-17,10618.75,10669.75,10537.50,10629.75
2020-07-20,10666.75,10964.50,10605.75,10936.25
2020-07-21,11019.00,11019.50,10784.75,10824.00
2020-07-22,10866.00,10899.25,10761.25,10858.75
2020-07-23,10844.25,10871.75,10514.50,10572.25
2020-07-24,10445.25,10531.00,10301.00,10469.50
2020-07-27,10548.75,10679.50,10511.50,10661.00
2020-07-28,10643.50,10651.75,10514.00,10525.50
2020-07-29,10597.75,10684.50,10571.00,10650.75
2020-07-30,10540.75,10727.50,10515.00,10705.00
2020-07-31,10903.75,10909.25,10691.00,10897.25
2020-08-03,10990.25,11073.00,10971.50,11039.00
2020-08-04,11002.75,11084.50,10988.00,11084.50
2020-08-05,11087.25,11128.50,11064.50,11111.25
2020-08-06,11105.75,11271.75,11073.00,11254.50
2020-08-07,11219.00,11268.00,11035.25,11128.25
2020-08-10,11134.00,11146.75,10928.25,11078.25
2020-08-11,11021.50,11084.25,10845.50,10868.75
2020-08-12,10947.75,11185.75,10934.50,11146.50
2020-08-13,11190.75,11266.00,11129.25,11169.75
2020-08-14,11196.25,11206.75,11096.00,11159.50
2020-08-17,11227.00,11300.50,11221.50,11283.75
2020-08-18,11332.50,11415.25,11268.00,11394.00
2020-08-19,11380.25,11438.00,11299.00,11319.00
2020-08-20,11304.00,11496.50,11267.00,11473.75
2020-08-21,11464.00,11573.50,11449.50,11553.50
2020-08-24,11686.75,11722.50,11528.25,11626.00
2020-08-25,11624.25,11720.00,11574.75,11715.50
2020-08-26,11751.50,11974.50,11751.00,11965.25
2020-08-27,11967.75,12046.00,11834.75,11927.75
2020-08-28,11962.75,12018.25,11925.50,11991.50
2020-08-31,12008.75,12165.00,11988.25,12098.25
2020-09-01,12188.75,12300.75,12125.00,12294.50
2020-09-02,12435.25,12444.25,12172.25,12410.75
2020-09-03,12267.25,12271.00,11658.50,11773.75
2020-09-04,11689.25,11843.00,11142.00,11621.00
2020-09-08,11223.50,11404.75,11052.50,11066.75
2020-09-09,11198.50,11478.75,11188.25,11385.75
2020-09-10,11491.75,11566.75,11088.00,11157.50
2020-09-11,11210.75,11280.00,10937.50,11084.25
2020-09-14,11192.75,11349.25,11174.00,11262.00
2020-09-15,11400.25,11481.75,11350.00,11424.25
2020-09-16,11474.75,11477.75,11227.00,11235.00
2020-09-17,10978.50,11149.50,10904.25,11066.25
2020-09-18,11138.25,11163.00,10742.00,10913.75
2020-09-21,10766.25,10967.50,10656.50,10963.75
2020-09-22,11046.25,11191.00,10921.50,11165.50
2020-09-23,11136.50,11161.00,10786.00,10820.50
2020-09-24,10686.50,11011.75,10660.25,10878.75
2020-09-25,10912.25,11166.25,10830.50,11134.75
2020-09-28,11344.00,11361.50,11226.25,11359.50
2020-09-29,11368.75,11386.00,11289.50,11309.00
2020-09-30,11312.75,11526.00,11307.00,11402.25
2020-10-01,11557.25,11599.25,11474.00,11573.00
2020-10-02,11317.25,11468.75,11204.50,11243.25
2020-10-05,11315.75,11497.50,11314.00,11489.25
2020-10-06,11447.00,11524.50,11238.50,11273.00
2020-10-07,11373.25,11506.50,11363.00,11480.25
2020-10-08,11563.50,11576.75,11487.75,11536.75
2020-10-09,11611.50,11714.50,11588.25,11712.00
2020-10-12,11930.75,12197.00,11867.25,12076.75
2020-10-13,12151.25,12181.75,12019.00,12073.75
2020-10-14,12122.75,12153.00,11901.75,11976.75
2020-10-15,11796.25,11918.50,11746.75,11890.25
2020-10-16,11968.25,12022.00,11812.50,11825.25
2020-10-19,11899.25,11950.50,11591.25,11629.25
2020-10-20,11675.75,11792.00,11598.50,11664.25
2020-10-21,11674.50,11779.25,11630.00,11652.25
2020-10-22,11667.00,11724.00,11511.00,11653.75
2020-10-23,11683.00,11684.75,11551.00,11680.00
2020-10-26,11561.00,11695.50,11343.25,11494.50
2020-10-27,11536.25,11623.00,11486.00,11585.50
2020-10-28,11396.25,11423.00,11123.75,11139.25
2020-10-29,11201.00,11457.75,11170.50,11324.75
2020-10-30,11241.50,11281.25,10944.50,11054.25
2020-11-02,11136.00,11212.00,10942.25,11069.00
2020-11-03,11132.25,11347.00,11101.25,11258.00
2020-11-04,11663.25,11839.75,11557.00,11760.50
2020-11-05,12055.50,12112.25,11972.75,12067.25
2020-11-06,12021.75,12109.00,11883.25,12080.00
2020-11-09,12163.25,12260.50,11812.25,11826.50
2020-11-10,11667.25,11749.50,11503.25,11620.00
2020-11-11,11732.75,11899.00,11703.00,11881.25
2020-11-12,11916.25,11975.75,11775.75,11823.75
2020-11-13,11900.25,11952.75,11801.75,11932.50
2020-11-16,11900.50,12033.75,11887.75,12013.50
2020-11-17,12032.00,12042.50,11953.75,11976.75
2020-11-18,11982.75,12027.50,11890.25,11892.25
2020-11-19,11876.75,12000.00,11841.75,11981.25
2020-11-20,11986.75,12015.25,11902.00,11904.25
2020-11-23,11944.75,12001.75,11808.25,11903.25
2020-11-24,11953.25,12095.00,11872.75,12075.50
2020-11-25,12105.25,12174.75,12078.25,12153.75
2020-11-30,12274.50,12300.00,12086.00,12275.25
2020-12-01,12380.00,12512.25,12334.25,12450.25
2020-12-02,12403.50,12471.75,12312.50,12456.75
2020-12-03,12472.75,12540.25,12444.00,12472.00
2020-12-04,12477.75,12532.75,12448.50,12529.50
