Date,Open,High,Low,Close
2020-12-07,12533.00,12612.25,12525.75,12597.25
2020-12-08,12567.00,12652.50,12502.00,12636.50
2020-12-09,12628.00,12641.50,12306.75,12356.75
2020-12-10,12257.25,12449.00,12218.25,12398.25
2020-12-11,12326.75,12378.50,12233.75,12376.00
2020-12-14,12426.50,12549.50,12421.25,12457.00
2020-12-15,12560.00,12599.00,12472.00,12597.50
2020-12-16,12626.50,12704.75,12572.00,12672.50
2020-12-17,12734.25,12762.50,12683.75,12750.25
2020-12-18,12778.25,12789.75,12610.00,12701.00
2020-12-21,12579.50,12703.00,12461.00,12684.75
2020-12-22,12742.50,12754.25,12593.50,12713.50
2020-12-23,12722.75,12731.00,12643.25,12649.75
2020-12-28,12822.75,12855.50,12740.75,12834.00
2020-12-29,12891.00,12918.25,12808.25,12848.25
2020-12-30,12898.00,12909.75,12820.50,12842.50
2020-12-31,12847.75,12896.00,12796.50,12870.50
2021-01-04,12941.50,12943.75,12522.50,12689.50
2021-01-05,12613.75,12802.00,12612.00,12791.25
2021-01-06,12571.75,12796.00,12551.25,12620.00
2021-01-07,12710.00,12959.00,12709.25,12925.75
2021-01-08,12996.50,13104.50,12927.25,13092.00
2021-01-11,12981.50,13014.00,12871.75,12896.50
2021-01-12,12883.00,12948.00,12767.25,12883.00
2021-01-13,12869.50,13003.00,12861.25,12968.50
2021-01-14,12982.25,13028.75,12881.00,12897.00
2021-01-15,12893.25,12931.25,12743.50,12799.00
2021-01-19,12897.00,13006.50,12849.25,12985.00
2021-01-20,13120.75,13327.00,13120.25,13286.00
2021-01-21,13318.25,13423.50,13283.25,13397.50
2021-01-22,13322.00,13397.00,13320.50,13355.75
2021-01-25,13482.00,13554.50,13189.00,13474.00
2021-01-26,13478.00,13533.00,13426.75,13484.75
2021-01-27,13394.25,13403.25,13021.00,13120.25
2021-01-28,13120.00,13394.00,13114.25,13183.25
2021-01-29,13129.75,13157.25,12829.00,12905.50
2021-02-01,13047.50,13271.50,12970.25,13231.00
2021-02-02,13353.00,13493.50,13329.50,13448.00
2021-02-03,13539.75,13547.75,13386.75,13388.75
2021-02-04,13451.25,13552.50,13391.75,13550.75
2021-02-05,13584.50,13638.50,13519.50,13596.75
2021-02-08,13657.50,13693.00,13596.00,13684.75
2021-02-09,13659.25,13735.25,13634.00,13680.50
2021-02-10,13744.00,13762.00,13516.75,13650.00
2021-02-11,13711.75,13743.75,13624.50,13725.75
2021-02-12,13684.75,13810.25,13646.00,13803.25
2021-02-16,13852.25,13875.50,13716.00,13764.00
2021-02-17,13676.50,13710.50,13543.00,13699.75
2021-02-18,13561.25,13669.50,13468.00,13637.75
2021-02-19,13726.00,13726.50,13534.75,13578.25
2021-02-22,13414.00,13446.00,13218.50,13227.00
2021-02-23,13020.50,13257.25,12757.25,13189.00
2021-02-24,13086.25,13309.00,12958.00,13295.00
2021-02-25,13200.50,13290.00,12764.00,12825.50
2021-02-26,12956.50,13089.50,12752.00,12896.50
2021-03-01,13073.25,13287.00,13040.50,13274.25
2021-03-02,13261.75,13303.00,13048.25,13058.25
2021-03-03,12999.50,13052.00,12675.25,12680.25
2021-03-04,12672.00,12797.00,12306.50,12471.00
2021-03-05,12500.50,12697.75,12207.25,12662.25
2021-03-08,12608.00,12715.75,12281.75,12300.75
2021-03-09,12594.75,12867.50,12578.25,12787.00
2021-03-10,12882.25,12993.25,12720.00,12752.25
2021-03-11,12959.75,13119.25,12912.50,13046.75
2021-03-12,12845.50,12943.75,12768.25,12937.25
2021-03-15,12919.75,13074.50,12871.25,13068.25
2021-03-16,13138.75,13287.25,13077.25,13138.75
2021-03-17,13001.00,13271.00,12934.25,13193.50
2021-03-18,12970.25,13022.25,12762.00,12782.75
2021-03-19,12841.75,12891.25,12681.75,12836.50
2021-03-22,12937.00,13157.00,12927.75,13070.75
2021-03-23,13107.75,13172.00,12979.00,13005.25
2021-03-24,13082.50,13086.25,12788.25,12790.75
2021-03-25,12718.00,12837.00,12609.75,12772.00
2021-03-26,12743.00,12975.00,12701.00,12961.75
2021-03-29,12915.25,13003.00,12815.50,12955.50
2021-03-30,12861.25,12916.25,12776.50,12899.25
2021-03-31,12963.50,13158.00,12953.00,13089.25
2021-04-01,13236.25,13321.50,13235.25,13314.25
2021-04-05,13424.25,13615.00,13409.25,13582.25
2021-04-06,13586.50,13655.00,13538.75,13571.50
2021-04-07,13531.00,13641.00,13512.50,13604.75
2021-04-08,13715.00,13755.00,13691.50,13750.00
2021-04-09,13665.25,13839.75,13649.25,13829.50
2021-04-12,13794.75,13828.75,13732.00,13811.00
2021-04-13,13884.75,13994.00,13866.75,13976.00
2021-04-14,14004.50,14005.75,13772.75,13808.50
2021-04-15,13936.00,14034.25,13921.25,14016.25
2021-04-16,14051.75,14051.75,13953.75,14031.25
2021-04-19,13967.25,14013.25,13821.00,13903.25
2021-04-20,13853.25,13929.75,13719.25,13799.50
2021-04-21,13751.25,13926.50,13700.50,13918.75
2021-04-22,13901.75,13944.75,13701.75,13750.50
2021-04-23,13772.25,13981.00,13766.00,13924.50
2021-04-26,13915.75,14026.25,13902.25,14012.75
2021-04-27,14031.00,14034.75,13912.50,13950.50
2021-04-28,13930.25,13982.25,13878.00,13894.50
2021-04-29,14055.25,14060.75,13818.50,13955.00
2021-04-30,13855.25,13956.75,13825.00,13862.00
2021-05-03,13899.50,13947.50,13772.00,13790.25
2021-05-04,13682.00,13696.50,13380.75,13542.50
2021-05-05,13622.25,13665.50,13462.75,13493.75
2021-05-06,13476.25,13603.75,13388.75,13597.25
2021-05-07,13767.75,13810.50,13661.50,13706.50
2021-05-10,13664.50,13670.25,13352.50,13355.25
2021-05-11,13085.25,13375.75,13065.25,13343.50
2021-05-12,13158.00,13231.50,12959.75,12998.25
2021-05-13,13087.75,13223.75,12997.25,13098.25
2021-05-14,13239.75,13426.25,13208.75,13384.00
2021-05-17,13307.75,13343.00,13182.75,13305.75
2021-05-18,13365.25,13396.50,13203.75,13212.50
2021-05-19,12980.25,13243.00,12954.25,13230.75
2021-05-20,13281.25,13522.75,13277.75,13486.75
2021-05-21,13524.00,13570.00,13395.75,13409.00
2021-05-24,13510.00,13686.00,13493.50,13637.50
2021-05-25,13703.00,13732.50,13606.75,13655.50
2021-05-26,13700.75,13724.75,13656.00,13701.75
2021-05-27,13661.50,13720.75,13644.00,13652.25
2021-05-28,13687.00,13763.50,13682.00,13690.00
2021-06-01,13741.00,13773.00,13592.25,13650.50
2021-06-02,13670.50,13712.75,13603.25,13675.00
2021-06-03,13545.75,13609.50,13462.25,13528.25
2021-06-04,13598.25,13783.75,13592.50,13766.75
2021-06-07,13758.50,13808.50,13712.50,13802.00
2021-06-08,13877.00,13917.25,13741.75,13808.50
2021-06-09,13861.50,13904.25,13808.50,13815.75
2021-06-10,13829.25,13964.75,13811.25,13958.75
2021-06-11,13971.00,13997.25,13932.25,13995.25
2021-06-14,14010.75,14123.25,13957.00,14123.25
2021-06-15,14113.75,14122.50,14000.75,14027.00
2021-06-16,14044.25,14095.75,13830.25,13975.75
2021-06-17,13912.50,14199.00,13904.25,14155.75
2021-06-18,14105.75,14131.50,14010.00,14042.00
2021-06-21,14067.50,14144.00,13958.50,14128.00
2021-06-22,14128.00,14279.25,14107.50,14257.75
2021-06-23,14272.25,14315.75,14231.75,14263.25
2021-06-24,14345.75,14422.00,14327.25,14354.25
2021-06-25,14375.75,14390.50,14313.25,14339.00
2021-06-28,14392.00,14519.75,14386.75,14511.25
2021-06-29,14487.00,14566.75,14470.50,14563.75
2021-06-30,14556.00,14576.75,14518.25,14544.25
2021-07-01,14531.25,14570.00,14471.00,14548.00
2021-07-02,14623.25,14729.00,14619.25,14714.75
2021-07-06,14737.75,14790.00,14625.25,14776.25
2021-07-07,14862.00,14883.75,14726.25,14802.25
2021-07-08,14596.00,14755.00,14540.50,14723.25
2021-07-09,14704.25,14832.00,14668.00,14810.00
2021-07-12,14877.00,14888.50,14802.25,14868.25
2021-07-13,14802.00,14994.75,14794.50,14866.50
2021-07-14,14966.25,14996.00,14862.00,14894.75
2021-07-15,14889.50,14905.25,14708.25,14791.25
2021-07-16,14837.00,14869.50,14656.00,14672.75
2021-07-19,14539.00,14574.50,14445.00,14553.50
2021-07-20,14599.75,14782.50,14516.75,14718.50
2021-07-21,14704.00,14832.50,14692.00,14828.25
2021-07-22,14838.00,14930.75,14829.25,14928.75
2021-07-23,14972.50,15117.25,14934.25,15098.75
2021-07-26,15064.50,15134.00,15040.25,15117.25
2021-07-27,15121.50,15122.25,14774.25,14950.50
2021-07-28,15003.00,15074.50,14901.50,15006.75
2021-07-29,14993.25,15084.00,14982.25,15035.50
2021-07-30,14873.75,14980.00,14851.50,14955.50
2021-08-02,15021.00,15051.50,14932.25,14954.25
2021-08-03,14987.50,15050.00,14849.00,15044.00
2021-08-04,15029.00,15108.00,14997.00,15069.00
2021-08-05,15094.75,15172.25,15073.00,15166.50
2021-08-06,15109.25,15150.00,15047.25,15096.00
2021-08-09,15107.00,15145.50,15069.00,15122.25
2021-08-10,15138.25,15157.25,14994.50,15045.75
2021-08-11,15090.50,15119.00,14963.00,15022.00
2021-08-12,14989.00,15090.50,14941.25,15076.25
2021-08-13,15077.75,15141.75,15068.25,15126.25
2021-08-16,15072.00,15137.00,14917.25,15134.50
2021-08-17,15048.00,15058.00,14897.00,15000.00
2021-08-18,14980.75,15037.25,14842.25,14856.25
2021-08-19,14739.25,14999.00,14738.75,14928.50
2021-08-20,14957.00,15100.00,14950.25,15083.00
2021-08-23,15123.75,15337.50,15120.50,15306.75
2021-08-24,15324.25,15380.50,15313.00,15356.25
2021-08-25,15365.75,15397.00,15333.00,15362.25
2021-08-26,15327.50,15365.00,15255.25,15274.00
2021-08-27,15328.00,15443.75,15280.00,15424.50
2021-08-30,15449.50,15617.75,15445.00,15599.00
2021-08-31,15585.25,15614.75,15517.75,15583.75
2021-09-01,15634.00,15699.00,15603.00,15611.25
2021-09-02,15657.50,15682.00,15551.75,15605.00
2021-09-03,15607.75,15669.75,15552.25,15652.50
2021-09-07,15649.75,15701.50,15606.75,15673.25
2021-09-08,15669.25,15672.00,15523.75,15623.00
2021-09-09,15621.00,15675.75,15555.25,15563.50
2021-09-10,15625.75,15668.00,15433.50,15444.00
2021-09-13,15529.50,15557.50,15342.75,15431.25
2021-09-14,15482.00,15524.25,15344.50,15382.50
2021-09-15,15409.75,15514.50,15307.75,15497.50
2021-09-16,15458.50,15532.50,15358.75,15510.25
2021-09-17,15500.75,15506.50,15276.25,15321.75
2021-09-20,15070.00,15151.25,14807.50,15005.00
2021-09-21,15078.25,15131.75,14974.50,15018.00
2021-09-22,15086.00,15227.00,15014.75,15162.00
2021-09-23,15207.00,15347.00,15175.25,15298.75
2021-09-24,15189.00,15334.25,15182.00,15315.75
2021-09-27,15198.75,15230.75,15084.00,15194.50
2021-09-28,14964.00,15029.00,14740.75,14764.00
2021-09-29,14845.25,14906.25,14711.00,14744.00
2021-09-30,14803.50,14878.75,14670.25,14675.25
2021-10-01,14702.75,14818.00,14537.00,14769.75
2021-10-04,14722.50,14724.00,14367.75,14467.00
2021-10-05,14518.25,14754.75,14495.50,14658.50
2021-10-06,14507.25,14765.00,14483.75,14753.75
2021-10-07,14913.00,15001.25,14859.25,14886.25
2021-10-08,14968.25,14973.00,14790.75,14811.00
2021-10-11,14732.25,14897.25,14696.25,14699.75
2021-10-12,14744.75,14779.00,14621.50,14650.50
2021-10-13,14682.00,14795.75,14660.50,14766.50
2021-10-14,14920.25,15048.75,14890.50,15036.75
2021-10-15,15084.25,15137.75,15046.00,15135.25
2021-10-18,15066.25,15294.25,15052.00,15286.00
2021-10-19,15329.00,15403.75,15302.00,15400.00
2021-10-20,15412.75,15446.50,15319.00,15382.75
2021-10-21,15338.50,15483.75,15334.00,15475.25
2021-10-22,15436.00,15463.50,15273.75,15342.00
2021-10-25,15383.00,15541.25,15322.25,15500.75
2021-10-26,15587.00,15701.00,15503.00,15544.75
2021-10-27,15564.75,15717.50,15558.75,15584.50
2021-10-28,15665.25,15772.00,15635.50,15761.50
2021-10-29,15625.00,15846.75,15615.25,15839.25
2021-11-01,15867.50,15899.00,15768.50,15893.50
2021-11-02,15868.50,15980.25,15864.00,15962.25
2021-11-03,15978.00,16145.75,15935.25,16129.75
2021-11-04,16185.25,16376.00,16157.00,16335.00
2021-11-05,16380.25,16448.50,16292.00,16351.75
2021-11-08,16355.00,16394.00,16302.50,16329.00
2021-11-09,16375.50,16391.75,16160.00,16217.25
2021-11-10,16104.75,16221.00,15896.50,15978.25
2021-11-11,16109.00,16111.75,16004.25,16022.75
2021-11-12,16065.25,16213.25,16001.75,16190.00
2021-11-15,16258.50,16262.50,16082.25,16188.50
2021-11-16,16169.75,16323.75,16142.00,16305.00
2021-11-17,16309.50,16396.50,16270.00,16313.75
2021-11-18,16397.50,16503.25,16303.50,16481.25
2021-11-19,16566.25,16628.50,16516.25,16572.50
2021-11-22,16651.50,16767.50,16377.00,16383.25
2021-11-23,16351.75,16418.75,16118.50,16305.25
2021-11-24,16194.00,16368.50,16102.00,16362.25
2021-11-29,16237.75,16437.75,16208.50,16391.50
2021-11-30,16357.50,16456.25,16068.75,16146.75
2021-12-01,16344.25,16427.50,15858.50,15875.25
2021-12-02,15833.75,16066.25,15762.75,15991.25
2021-12-03,16047.75,16090.50,15538.00,15716.50
2021-12-06,15712.25,15897.25,15559.25,15843.75
2021-12-07,16121.00,16344.25,16097.50,16321.00
2021-12-08,16332.50,16397.75,16251.50,16388.50
2021-12-09,16323.50,16414.25,16139.25,16148.00
2021-12-10,16285.25,16337.50,16136.00,16328.00
2021-12-13,16385.25,16386.00,16072.50,16091.00
2021-12-14,15910.50,15998.75,15734.00,15928.75
2021-12-15,15902.50,16297.50,15740.25,16282.75
2021-12-16,16344.50,16344.75,15793.00,15866.00
2021-12-17,15729.75,15956.50,15651.75,15779.75
2021-12-20,15563.50,15658.75,15492.00,15625.25
2021-12-21,15801.75,15987.25,15605.00,15973.25
2021-12-22,15936.75,16177.50,15925.75,16168.50
2021-12-23,16193.75,16356.00,16176.50,16294.50
2021-12-27,16375.50,16563.50,16344.50,16559.75
2021-12-28,16611.25,16615.00,16452.25,16494.25
2021-12-29,16486.00,16549.50,16387.50,16489.00
2021-12-30,16509.50,16567.50,16411.25,16428.00
2021-12-31,16427.50,16464.00,16313.75,16325.00
2022-01-03,16387.00,16498.00,16292.00,16490.00
2022-01-04,16523.00,16527.25,16139.50,16272.00
2022-01-05,16222.75,16247.25,15759.00,15763.75
2022-01-06,15691.75,15895.75,15598.50,15758.00
2022-01-07,15677.00,15827.75,15510.00,15584.75
2022-01-10,15385.50,15617.00,15152.50,15603.75
2022-01-11,15599.00,15838.00,15475.00,15832.00
2022-01-12,15970.50,16009.25,15797.25,15895.25
2022-01-13,15941.25,15979.75,15458.25,15498.25
2022-01-14,15355.00,15607.00,15340.00,15593.25
2022-01-18,15373.00,15434.75,15170.75,15212.25
2022-01-19,15314.00,15372.00,15024.50,15037.25
2022-01-20,15187.75,15340.25,14816.50,14836.50
2022-01-21,14715.75,14858.50,14414.50,14416.75
2022-01-24,14167.25,14522.00,13706.00,14507.00
2022-01-25,14206.50,14400.25,14014.00,14152.75
2022-01-26,14465.75,14639.75,13976.25,14151.50
2022-01-27,14296.25,14409.25,13945.00,13987.00
2022-01-28,14011.75,14438.25,13860.25,14433.75
2022-01-31,14472.00,14914.75,14416.25,14895.50
2022-02-01,14949.75,15019.50,14729.25,14989.75
2022-02-02,15172.00,15181.75,14941.50,15112.50
2022-02-03,14700.25,14842.50,14456.25,14502.50
2022-02-04,14417.25,14819.50,14362.75,14681.00
2022-02-07,14727.75,14806.25,14511.50,14566.25
2022-02-08,14527.50,14776.00,14467.50,14733.75
2022-02-09,14919.00,15044.25,14853.25,15043.00
2022-02-10,14802.75,15029.25,14622.00,14701.25
2022-02-11,14720.50,14766.75,14181.00,14238.75
2022-02-14,14181.25,14394.00,14102.00,14255.75
2022-02-15,14471.75,14614.75,14427.50,14609.00
2022-02-16,14525.75,14645.00,14381.00,14599.75
2022-02-17,14459.25,14503.25,14148.00,14166.00
2022-02-18,14182.00,14220.75,13906.25,14004.50
2022-02-22,13937.00,14108.25,13710.75,13865.50
2022-02-23,14020.75,14031.00,13494.50,13507.25
2022-02-24,13098.50,13983.25,13058.00,13964.25
2022-02-25,14039.00,14187.00,13831.75,14181.75
2022-02-28,13999.00,14292.25,13987.75,14234.25
2022-03-01,14181.75,14273.00,13900.00,14004.50
2022-03-02,14033.00,14290.00,13951.00,14236.75
2022-03-03,14330.75,14391.00,13955.00,14035.00
2022-03-04,13911.75,13995.50,13733.75,13834.75
2022-03-07,13787.50,13879.75,13313.75,13320.75
2022-03-08,13291.25,13666.00,13118.25,13254.50
2022-03-09,13555.00,13795.75,13496.00,13740.00
2022-03-10,13520.00,13636.00,13396.25,13590.00
2022-03-11,13731.50,13749.75,13277.50,13297.50
2022-03-14,13311.50,13389.25,13015.50,13048.50
2022-03-15,13145.00,13486.50,13087.50,13456.25
2022-03-16,13647.75,13957.50,13463.00,13956.50
2022-03-17,13855.00,14117.50,13819.00,14116.50
2022-03-18,14004.50,14424.00,13991.25,14409.50
2022-03-21,14366.75,14466.75,14183.75,14372.50
2022-03-22,14396.25,14690.75,14374.00,14654.25
2022-03-23,14528.50,14682.25,14441.00,14444.00
2022-03-24,14532.00,14768.75,14433.50,14766.75
2022-03-25,14813.25,14813.75,14572.50,14755.25
2022-03-28,14758.00,14988.00,14701.00,14987.75
2022-03-29,15162.50,15268.75,15032.50,15241.00
2022-03-30,15158.50,15234.75,15012.25,15079.25
2022-03-31,15107.50,15115.00,14855.50,14870.00
2022-04-01,14897.50,14932.00,14725.00,14861.25
2022-04-04,14884.25,15167.00,14882.00,15164.75
2022-04-05,15104.75,15136.25,14780.25,14831.00
2022-04-06,14603.00,14652.75,14394.75,14506.75
2022-04-07,14481.50,14633.75,14317.00,14542.75
2022-04-08,14515.75,14515.75,14310.50,14336.50
2022-04-11,14158.00,14197.00,13984.75,14001.50
2022-04-12,14259.50,14277.50,13881.25,13942.75
2022-04-13,13951.75,14266.50,13921.00,14221.50
2022-04-14,14188.50,14246.75,13885.50,13893.75
2022-04-18,13844.25,14002.50,13786.00,13916.25
2022-04-19,13896.00,14242.00,13833.50,14212.25
2022-04-20,14290.50,14292.50,13956.50,14004.25
2022-04-21,14183.50,14283.00,13680.00,13722.00
2022-04-22,13723.00,13777.75,13340.00,13357.75
2022-04-25,13316.25,13543.25,13236.00,13532.00
2022-04-26,13477.00,13477.25,13006.25,13009.75
2022-04-27,13040.00,13255.25,12930.25,13004.25
2022-04-28,13195.25,13542.00,13033.00,13463.00
2022-04-29,13283.50,13433.00,12831.75,12855.50
2022-05-02,12795.25,13082.00,12709.75,13072.25
2022-05-03,13107.50,13183.75,12968.50,13090.75
2022-05-04,13102.75,13555.25,12883.00,13535.75
2022-05-05,13400.50,13402.75,12705.25,12860.00
2022-05-06,12724.50,12928.75,12519.00,12693.75
2022-05-09,12443.25,12555.75,12135.25,12196.75
2022-05-10,12467.50,12547.00,12170.00,12344.50
2022-05-11,12139.75,12478.50,11938.50,11974.25
2022-05-12,11794.50,12132.75,11689.00,11948.00
2022-05-13,12175.25,12432.00,12064.75,12384.75
2022-05-16,12356.00,12403.00,12190.25,12246.50
2022-05-17,12476.25,12578.00,12328.50,12557.75
2022-05-18,12366.00,12399.75,11887.50,11940.25
2022-05-19,11817.75,12076.75,11795.25,11877.25
2022-05-20,12030.75,12053.00,11491.25,11835.25
2022-05-23,11896.50,12054.00,11783.75,12035.00
2022-05-24,11839.25,11851.00,11576.25,11782.00
2022-05-25,11718.25,12036.00,11707.75,11948.50
2022-05-26,11976.00,12343.00,11899.00,12274.75
2022-05-27,12416.75,12683.25,12381.25,12682.25
2022-05-31,12607.00,12768.50,12480.00,12643.00
2022-06-01,12689.75,12823.50,12454.75,12550.00
2022-06-02,12588.00,12899.25,12442.50,12894.00
2022-06-03,12715.00,12741.50,12503.00,12553.00
2022-06-06,12741.00,12810.00,12532.75,12600.25
2022-06-07,12434.00,12740.25,12412.50,12711.25
2022-06-08,12654.75,12783.00,12579.25,12619.00
2022-06-09,12557.25,12673.25,12270.00,12271.00
2022-06-10,12035.00,12091.50,11823.00,11837.25
2022-06-13,11522.75,11604.50,11285.25,11327.00
2022-06-14,11416.75,11455.50,11236.00,11351.00
2022-06-15,11494.50,11794.25,11371.25,11632.25
2022-06-16,11357.75,11375.00,11068.50,11166.50
2022-06-17,11240.50,11396.00,11119.00,11292.25
2022-06-21,11457.50,11678.25,11456.50,11579.25
2022-06-22,11416.75,11745.75,11388.50,11557.50
2022-06-23,11643.50,11766.75,11543.00,11733.25
2022-06-24,11824.50,12147.50,11821.00,12147.00
2022-06-27,12159.25,12212.00,11994.25,12044.25
2022-06-28,12070.50,12174.25,11667.50,11673.75
2022-06-29,11659.25,11749.00,11564.50,11689.00
2022-06-30,11513.00,11685.00,11351.00,11539.25
2022-07-01,11495.75,11629.75,11401.00,11612.50
2022-07-05,11439.50,11814.75,11389.25,11812.75
2022-07-06,11808.75,11974.25,11753.25,11883.75
2022-07-07,11929.75,12168.50,11912.75,12136.25
2022-07-08,12011.00,12211.00,11978.25,12155.00
2022-07-11,12068.50,12076.00,11853.00,11890.00
2022-07-12,11908.00,12025.50,11712.00,11778.00
2022-07-13,11560.50,11854.50,11522.50,11756.25
2022-07-14,11656.00,11835.00,11511.25,11800.25
2022-07-15,11893.25,12013.25,11853.50,12009.25
2022-07-18,12125.75,12186.50,11857.00,11906.25
2022-07-19,12022.50,12287.00,11993.00,12269.00
2022-07-20,12267.00,12517.50,12257.50,12464.75
2022-07-21,12526.50,12646.00,12373.50,12645.00
2022-07-22,12596.75,12698.50,12343.75,12424.00
2022-07-25,12451.50,12458.50,12266.50,12355.50
2022-07-26,12280.50,12296.50,12074.75,12110.25
2022-07-27,12296.75,12690.00,12276.50,12615.25
2022-07-28,12579.50,12764.50,12449.00,12738.50
2022-07-29,12835.00,13012.00,12744.25,12973.50
2022-08-01,12901.75,13108.75,12851.75,12963.00
2022-08-02,12852.50,13097.00,12820.00,12921.75
2022-08-03,13000.25,13310.25,12989.25,13271.75
2022-08-04,13317.75,13346.75,13184.75,13330.25
2022-08-05,13137.00,13310.00,13085.00,13225.50
2022-08-08,13347.75,13419.25,13120.50,13181.50
2022-08-09,13101.25,13112.25,12963.25,13032.25
2022-08-10,13327.75,13408.00,13237.75,13394.00
2022-08-11,13504.25,13575.00,13285.00,13317.25
2022-08-12,13391.75,13583.25,13359.25,13579.50
2022-08-15,13506.25,13706.00,13504.25,13685.25
2022-08-16,13647.25,13740.75,13522.75,13653.75
2022-08-17,13520.25,13616.00,13406.25,13495.75
2022-08-18,13518.50,13575.50,13422.50,13528.50
2022-08-19,13380.75,13425.25,13228.75,13262.75
2022-08-22,13064.75,13092.25,12874.50,12916.00
2022-08-23,12901.00,13018.50,12866.00,12899.00
2022-08-24,12906.00,13011.25,12851.50,12934.50
2022-08-25,13007.00,13161.50,12962.00,13159.00
2022-08-26,13157.75,13220.00,12616.25,12619.25
2022-08-29,12495.00,12610.25,12448.25,12494.50
2022-08-30,12561.75,12587.25,12247.50,12353.75
2022-08-31,12455.75,12513.00,12276.25,12282.00
2022-09-01,12178.25,12299.50,12017.75,12284.50
2022-09-02,12364.75,12461.50,12040.25,12110.00
2022-09-06,12169.00,12188.75,11930.00,12022.00
2022-09-07,12011.75,12306.25,12005.50,12262.00
2022-09-08,12181.75,12379.50,12115.75,12326.25
2022-09-09,12444.75,12613.75,12406.25,12590.25
2022-09-12,12721.50,12838.25,12707.75,12823.75
2022-09-13,12457.25,12508.50,12082.25,12119.75
2022-09-14,12162.25,12253.00,12092.75,12217.75
2022-09-15,12181.50,12234.00,11937.50,12004.25
2022-09-16,11837.75,11948.50,11778.50,11927.25
2022-09-19,11848.75,12030.75,11814.75,12026.75
2022-09-20,11938.50,12023.25,11828.25,11926.00
2022-09-21,11976.00,12140.50,11703.00,11704.25
2022-09-22,11716.75,11721.50,11510.00,11563.00
2022-09-23,11410.25,11482.00,11229.00,11373.00
2022-09-26,11383.75,11537.75,11293.00,11321.25
2022-09-27,11474.00,11568.25,11233.50,11333.25
2022-09-28,11322.00,11613.50,11266.00,11554.75
2022-09-29,11370.00,11416.25,11091.50,11231.00
2022-09-30,11240.25,11357.25,11024.25,11039.25
2022-10-03,11105.50,11358.25,11039.75,11290.00
2022-10-04,11514.25,11675.00,11496.25,11644.25
2022-10-05,11512.25,11711.00,11366.50,11635.75
2022-10-06,11621.75,11721.50,11526.50,11543.00
2022-10-07,11353.00,11378.75,11043.25,11098.75
2022-10-10,11127.00,11136.50,10876.75,10981.25
2022-10-11,10943.00,11039.50,10767.25,10844.75
2022-10-12,10887.50,10945.75,10805.50,10837.00
2022-10-13,10542.00,11142.75,10484.75,11082.50
2022-10-14,11220.00,11226.50,10726.75,10748.00
2022-10-17,10944.50,11146.25,10944.25,11111.75
2022-10-18,11391.50,11431.75,11081.50,11203.00
2022-10-19,11130.75,11284.50,11049.00,11154.50
2022-10-20,11083.75,11328.75,11041.25,11087.25
2022-10-21,10981.00,11374.25,10980.50,11353.75
2022-10-24,11404.25,11515.75,11207.75,11480.25
2022-10-25,11477.50,11727.50,11477.25,11712.75
2022-10-26,11506.75,11703.50,11433.00,11454.75
2022-10-27,11437.00,11464.00,11220.25,11239.75
2022-10-28,11150.25,11605.50,11137.00,11585.25
2022-10-31,11504.50,11522.50,11367.25,11449.75
2022-11-01,11602.25,11619.00,11315.75,11330.00
2022-11-02,11332.25,11460.00,10936.75,10939.00
2022-11-03,10804.50,10888.50,10708.00,10724.75
2022-11-04,10872.75,10974.25,10662.75,10894.00
2022-11-07,10926.25,11038.50,10847.25,11012.25
2022-11-08,11080.75,11231.25,10928.75,11094.25
2022-11-09,11022.50,11052.25,10822.25,10831.00
2022-11-10,11305.00,11644.75,11269.25,11628.75
2022-11-11,11702.00,11876.75,11569.25,11847.75
2022-11-14,11773.25,11898.50,11702.00,11742.25
2022-11-15,12074.50,12078.75,11764.50,11905.50
2022-11-16,11831.00,11859.00,11706.50,11740.50
2022-11-17,11561.00,11775.00,11528.25,11712.25
2022-11-18,11833.00,11843.00,11607.00,11707.50
2022-11-21,11653.75,11699.75,11553.00,11587.25
2022-11-22,11637.00,11759.25,11527.25,11751.25
2022-11-23,11758.75,11892.75,11741.75,11869.00
2022-11-28,11714.50,11788.50,11575.25,11610.75
2022-11-29,11634.75,11648.75,11465.00,11523.25
2022-11-30,11519.75,12053.75,11498.00,12052.25
2022-12-01,12077.75,12145.00,11943.25,12059.75
2022-12-02,11824.25,12047.50,11789.75,12013.75
2022-12-05,11927.75,11972.25,11745.50,11802.75
2022-12-06,11821.50,11829.50,11502.00,11562.00
2022-12-07,11505.25,11596.25,11440.50,11507.50
2022-12-08,11575.00,11685.75,11477.25,11645.25
2022-12-09,11618.25,11718.25,11550.00,11569.75
2022-12-12,11709.00,11834.50,11647.50,11834.00
2022-12-13,12283.50,12326.50,11847.00,11959.00
2022-12-14,11945.00,12069.50,11729.00,11861.75
2022-12-15,11682.25,11715.50,11404.00,11459.75
2022-12-16,11400.25,11491.50,11275.50,11342.00
2022-12-19,11356.25,11373.50,11131.75,11188.25
2022-12-20,11137.75,11247.00,11066.75,11175.50
2022-12-21,11236.50,11389.75,11181.00,11336.25
2022-12-22,11203.00,11208.25,10870.50,11054.75
2022-12-23,11050.25,11103.25,10916.25,11079.50
2022-12-27,11055.25,11076.75,10896.00,10918.50
2022-12-28,10916.25,10996.50,10758.75,10770.00
2022-12-29,10890.25,11071.50,10856.50,11031.50
2022-12-30,10924.00,11026.00,10855.50,11022.25
